show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
81215438,Movie,hey arnold! the jungle movie,"raymie muzquiz, stu livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui","United States, South Korea, Japan","November 2, 2019",2017,TV-PG,81 min,"Children & Family Movies, Comedies","when arnold and his crew win a trip to san lorenzo, their adventure in the wild forces them to take the same risky path as arnold's missing parents."
81214187,Movie,jinxed,stephen herek,"Ciara Bravo, Jacob Bertrand, Elena Kampouris, Jack Griffo, Donavon Stinson, Keegan Connor Tracy, Jay Brazeau","United States, Canada","November 2, 2019",2013,TV-G,69 min,"Children & Family Movies, Comedies","after a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune."
80160987,Movie,legends of the hidden temple,joe menendez,"Isabela Moner, Jet Jurgensmeyer, Colin Critchley, Kirk Fogg, Dee Bradley Baker",USA,"November 2, 2019",2016,TV-PG,68 min,Children & Family Movies,"a trio of siblings gets trapped in a secret temple, where they must navigate a risky obstacle course to make it out. inspired by the ‘90s game show."
81215439,Movie,"liar, liar, vampire",vince marcello,"Rahart Adams, Brec Bassinger, Tiera Skovbye, Larissa Albuquerque, Sarah Grey, Drew Tanner, Pauline Egan, Alex Zahara, Samuel Patrick Chu",USA,"November 2, 2019",2015,TV-PG,68 min,"Children & Family Movies, Comedies","when a shy teen transfers to a new school, he elects to mix things up by playing along with the rumor that he's a vampire."
70178618,Movie,shark night,david r. ellis,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore",USA,"November 2, 2019",2011,PG-13,91 min,Horror Movies,a weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.
70292700,Movie,the boy who cried werewolf,eric bross,"Victoria Justice, Chase Ellison, Anna Galvin, Matt Winston, Jillian Marie, Valerie Tian, Kerry James, Andrea Brooks, Christie Laing, Cainan Wiebe, Brooke Shields, Brooke D'Orsay, Steven Grayhm","United States, Canada","November 2, 2019",2010,TV-G,86 min,"Children & Family Movies, Comedies","when high school girl-geek jordan becomes a werewolf after moving to romania, she must elude her own brother, who sets out to slay her."
81214214,Movie,the massively mixed-up middle school mystery,will eisenberg,"Garrett Ryan, Adam Hochstetter, Haley Tju, Brianne Tju, Jenna Ortega, Aaron Eisenberg, Celestial, Richard Balin",USA,"November 2, 2019",2015,TV-G,40 min,"Children & Family Movies, Comedies","after the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse."
81020531,Movie,ana e vitória,matheus souza,"Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias",Brazil,"November 2, 2018",2018,TV-14,116 min,"Comedies, International Movies, LGBTQ Movies","after meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives."
80215086,TV Show,brainchild,,"Sahana Srinivasan, Alie Ward, Ben Seidman",,"November 2, 2018",2018,TV-Y7,1 Season,Kids' TV,"from germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable."
80191051,Movie,remastered: tricky dick & the man in black,sara dosa,,USA,"November 2, 2018",2018,TV-MA,59 min,"Documentaries, Music & Musicals","this documentary chronicles johnny cash's 1970 visit to the white house, where cash's emerging ideals clashed with richard nixon's policies."
80242446,Movie,the holiday calendar,bradley walsh,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite",USA,"November 2, 2018",2018,TV-PG,95 min,"Dramas, Romantic Movies",a talented photographer stuck in a dead-end job inherits an antique advent calendar that may be predicting the future – and pointing her toward love.
80241877,TV Show,the judgement,,"Lapassalal Jiravechsoontornkul, Nontanun Anchuleepradit, Thanabordee Jaiyen, Pamiga Sooksawee, Pongsathon Laiwrakoran, Nara Thepnupa, Premanan Sripanich, Tanutchai Wijitvongtong, Wasu Sansingkeaw, Arpasiri Nitipon",Thailand,"November 2, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","after a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture."
80085566,Movie,the other side of the wind,orson welles,"John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg, Robert Random, Lilli Palmer, Norman Foster, Edmond O'Brien, Mercedes McCambridge, Cameron Mitchell, Paul Stewart","France, Iran, United States","November 2, 2018",2018,R,122 min,"Dramas, Independent Movies","on the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by orson welles."
80124722,Movie,they’ll love me when i’m dead,morgan neville,"Orson Welles, Alan Cumming",USA,"November 2, 2018",2018,TV-MA,98 min,Documentaries,"actors, crew members and others who were there discuss the tumultuous creation of orson welles's final, unfinished film, “the other side of the wind.”"
70243696,Movie,thorne: scaredy cat,benjamin ross,"David Morrissey, Eddie Marsan, Aidan Gillen, O.T. Fagbenle, Lorraine Ashbourne, Sandra Oh, Tom Brooke, Joe Absolom",United Kingdom,"November 2, 2016",2010,NR,125 min,"Dramas, International Movies","heading a new team whose aim is to crack the cases that leave others stumped, detective tom thorne finds himself on the hunt for two serial killers."
70243692,Movie,thorne: sleepyhead,stephen hopkins,"David Morrissey, Eddie Marsan, Aidan Gillen, O. T. Fagbenle, Lorraine Ashbourne, Natascha McElhone, Sara Lloyd-Gregory, Aisling Loftus, Sarah Niles, Joshua Close, Brian McCardie","United Kingdom, Australia, Canada, United States","November 2, 2016",2010,NR,125 min,"Dramas, International Movies","investigating a series of attacks on young women, detective tom thorne is dragged back into the nightmares of his past as he races to find a killer."
81073633,Movie,iliza shlesinger: unveiled,steve paley,Iliza Shlesinger,USA,"November 19, 2019",2019,TV-MA,78 min,Stand-Up Comedy,"here comes the bride, and she's got plenty to say. newlywed iliza shlesinger dissects wedding traditions as she mines her nuptials for laughs."
81152642,TV Show,miss culinary,,"Wanida Termthanaporn, Jason Young, Thanawin Teeraphosukarn, Thanabordee Jaiyen, Chonnikan Netjui, Passaranan Ussadamongkol, Janya Thanasawangkun, Jaturong Mokjok, Panadda Wongphudee️️",,"November 19, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","after ditching her domestic life to become a chef, a clueless maid crosses paths with two charming suitors who help her reach her dreams."
81105522,TV Show,no time for shame,,Santiago Artemis,Argentina,"November 19, 2019",2019,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","follow santiago artemis, a buenos aires fashion dynamo, as he makes his dreams come true while grappling with his love life, therapist and clients."
70230138,Movie,donald glover: weirdo,"shannon hartman, michelle caputo",Donald Glover,USA,"November 19, 2016",2012,NR,65 min,Stand-Up Comedy,"fearlessly funny stand-up comic and sitcom star donald glover puts on a live show in new york, confessing his love for cocoa puffs and toys ""r"" us."
70083532,Movie,the pixar story,leslie iwerks,Stacy Keach,USA,"November 18, 2018",2007,G,89 min,Documentaries,go behind the scenes at pixar animation studios with this emmy-nominated documentary tracing the creation and history of the groundbreaking company.
80177865,Movie,the prison,na hyeon,"Suk-kyu Han, Rae-won Kim, Kyeong-yeong Lee, Woong-in Jeong, Jae-yun Jo, Sung-rok Shin, Kim Sung-kyun, Kwak Min-ho",South Korea,"November 18, 2017",2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",a cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.
80117534,Movie,colin quinn: the new york story,jerry seinfeld,Colin Quinn,USA,"November 18, 2016",2016,TV-MA,62 min,Stand-Up Comedy,"the ""snl"" veteran performs his off-broadway show about the history of new york and the people who shape its personality. directed by jerry seinfeld."
80115031,Movie,divines,houda benyamina,"Déborah Lukumuena, Jisca Kalvanda, Kévin Mischel, Majdouline Idrissi, Oulaya Amamra, Yasin Houicha","France, Qatar","November 18, 2016",2016,TV-MA,107 min,"Dramas, Independent Movies, International Movies",a shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.
80120640,TV Show,la niña,,"Ana María Estupiñán, Sebastian Eslava, Juan Sebastián Aragón, Diego Vásquez, Carlos Velazquez, Marcela Benjumea, Melisa Caceres, Michelle Orozco, Alberto Cardeño, Constanza Camelo, Fernando Arévalo",Colombia,"November 18, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",a former colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.
80029708,Movie,sour grapes,"jerry rothwell, reuben atlas",,United Kingdom,"November 18, 2016",2016,NR,85 min,Documentaries,a dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.
80079470,Movie,naomi and ely's no kiss list,kristin hanggi,"Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward, Griffin Newman, Monique Coleman, Danny Flaherty",USA,"November 18, 2015",2015,NR,91 min,"Comedies, Dramas, LGBTQ Movies","naomi and her gay best friend, ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy."
70127998,Movie,splatter,joe dante,"Corey Feldman, Tony Todd, Tara Leigh, Erin Way, Mark Alan, Stuart Pankin",USA,"November 18, 2009",2009,TV-14,29 min,Horror Movies,"after committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life."
81191473,TV Show,candy online,,"Ruby Zhan, Suun Lin, Sunnie Wang, Dean Tang, Lain Lu, Cheng Ko, Jacqueline Zhu, Chen Wen-shan, Ada Pan",Taiwan,"November 17, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","when a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in."
81019520,TV Show,eternal love,,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",China,"November 17, 2018",2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","after the deities bai qian and ye hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right."
80160504,TV Show,la doña,,"Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea Martí, Juan Ríos Cantú, Diego Soldano, Daniela Bascopé","United States, Mexico","November 17, 2018",2016,TV-14,1 Season,"Spanish-Language TV Shows, TV Dramas","worlds collide and lives shatter when altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love."
80158168,TV Show,silvana sin lana,,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali García, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier Valcárcel",USA,"November 17, 2018",2016,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies","when her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
80160759,Movie,a christmas prince,alex zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",USA,"November 17, 2017",2017,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies",christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.
80209608,Movie,"jim & andy: the great beyond - featuring a very special, contractually obligated mention of tony clifton",chris smith,Jim Carrey,"Canada, United States","November 17, 2017",2017,TV-MA,94 min,Documentaries,"through the lens of his stunningly immersive performance as andy kaufman, jim carrey ponders the meaning of life, reality, identity and career."
80182622,Movie,krish trish and baltiboy: face your fears,tilak shetty,"Tarun Ratnani, Smita Malhotra, Deepak Chachra",India,"November 17, 2017",2017,TV-Y7,65 min,Children & Family Movies,"in three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying."
80175694,Movie,mudbound,dee rees,"Carey Mulligan, Jason Clarke, Mary J. Blige, Garrett Hedlund, Jason Mitchell, Rob Morgan, Jonathan Banks",USA,"November 17, 2017",2017,R,135 min,"Dramas, Independent Movies","two mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided world war ii era."
80016471,Movie,santa claws,glenn miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",USA,"November 17, 2017",2014,TV-PG,86 min,"Children & Family Movies, Comedies","when a gift sack full of kittens gives santa a bad allergic reaction, the kitties have to take over and deliver the presents on time."
80171561,TV Show,shot in the dark,,,USA,"November 17, 2017",2017,TV-MA,1 Season,Reality TV,"three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents – and anything else they can sell to news outlets."
80123729,TV Show,paranoid,,"Indira Varma, Robert Glenister, Dino Fetscher, Neil Stuke, Christiane Paul, Lesley Sharp, Kevin Doyle",United Kingdom,"November 17, 2016",2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","when a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer."
70189289,Movie,drive,nicolas winding refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Christina Hendricks, Ron Perlman, Oscar Isaac, Albert Brooks, Kaden Leos, Jeff Wolfe, James Biberi",USA,"November 16, 2019",2011,R,100 min,"Action & Adventure, Dramas, Independent Movies",a hollywood stuntman and getaway driver is lured from his isolated life by a lovely neighbor – until her violent husband is released from prison.
81132624,Movie,iron sky: the coming race,timo vuorensola,,"Finland, Germany, Belgium","November 16, 2019",2019,TV-MA,93 min,"Action & Adventure, Comedies, International Movies","decades after a nuclear war, survivors on the moon revisit earth to locate a potential power source – and find shape-shifting reptiles instead."
80013267,Movie,jeff dunham: all over the map,robb dipple,Jeff Dunham,USA,"November 16, 2019",2014,TV-14,84 min,Stand-Up Comedy,"america's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including achmed, peanut and walter."
80046819,Movie,suffragette,sarah gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France","November 16, 2019",2015,PG-13,107 min,"Dramas, International Movies","at the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression."
70293315,Movie,the green inferno,eli roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","United States, Spain, Chile, Peru","November 16, 2019",2013,R,101 min,"Horror Movies, Independent Movies","determined to save an amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle."
80177400,Movie,cam,daniel goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",USA,"November 16, 2018",2018,TV-MA,95 min,"Independent Movies, Thrillers","after a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity."
80191036,TV Show,dogs,,,USA,"November 16, 2018",2018,TV-PG,1 Season,Docuseries,"these six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances."
81037898,Movie,follow me,asri bendacha,Asri Bendacha,"United Arab Emirates, United States, United Kingdom","November 16, 2018",2017,TV-MA,86 min,"Documentaries, International Movies","aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers."
80997085,TV Show,narcos: mexico,,"Michael Peña, Diego Luna, Tenoch Huerta, Joaquin Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz","Mexico, United States","November 16, 2018",2018,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Dramas","witness the birth of the mexican drug war in the 1980s as a gritty new ""narcos"" saga chronicles the true story of the guadalajara cartel's ascent."
81004099,Movie,nothing to hide,fred cavayé,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz, Grégory Gadebois, Doria Tillier, Roschdy Zem, Fleur Fitoussi","France, Belgium","November 16, 2018",2018,TV-MA,94 min,"Comedies, Dramas, International Movies","to spice up a dinner party, old friends agree to share every private message that pops up on their phones – with disastrous results."
80200267,Movie,the ballad of buster scruggs,"joel coen, ethan coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",USA,"November 16, 2018",2018,R,133 min,"Comedies, Dramas","ranging from absurd to profound, these western vignettes from the coen brothers follow the adventures of outlaws and settlers on the american frontier."
80242926,Movie,the princess switch,,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Suanne Braun, Mark Fleischmann, Amy Griffiths, Sara Stewart, Pavel Douglas, Robin Soans, Calliope Taylor, Natali Yura, Alexa Adeosun",USA,"November 16, 2018",2018,TV-PG,102 min,"Children & Family Movies, Dramas, Romantic Movies","when a down-to-earth chicago baker and a soon-to-be princess discover they look like twins, they hatch a christmastime plan to trade places."
80216621,TV Show,vai anitta,,Anitta,Brazil,"November 16, 2018",2018,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV","go behind the scenes with brazilian pop icon anitta, along with her friends and family, as she aims to create a new song and music video each month."
70113538,Movie,9,shane acker,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",USA,"November 16, 2017",2009,PG-13,80 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","in a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group."
81179844,TV Show,at the dolphin bay,,"Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-shen",Taiwan,"November 15, 2019",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows","encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love."
80244457,Movie,earthquake bird,wash westmoreland,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay",USA,"November 15, 2019",2019,R,107 min,"Dramas, Romantic Movies","in 1980s tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer."
81196441,Movie,el sendero de la anaconda,alessandro angulo,"Wade Davis, Martin von Hildebrand",Colombia,"November 15, 2019",2019,TV-PG,74 min,"Documentaries, International Movies","in the most remote areas of the amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries."
81162089,Movie,go! the unforgettable party,mauro scandolari,"Pilar Pascual, José Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo Sánchez Lima, Daniel Rosado, Laura Azcurra, Gastón Ricaud, Florencia Benítez, Majo Cardozo",Argentina,"November 15, 2019",2019,TV-PG,60 min,"Children & Family Movies, Music & Musicals","mía's vacation with her dad is disrupted by the surprise arrival of lupe, mercedes, juanma and álvaro as their school drama moves lakeside."
81217737,Movie,guna 369,arjun jandyala,"Adithya Menon, Kartikeya Gummakonda, Anagha LK",India,"November 15, 2019",2019,TV-MA,143 min,"Action & Adventure, Dramas, International Movies",a pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.
81076114,Movie,house arrest,"shashanka ghosh, samit basu","Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",India,"November 15, 2019",2019,TV-14,105 min,"Comedies, Independent Movies, International Movies",a world-weary man’s self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.
80217594,TV Show,i'm with the band: nasty cherry,,"Charli XCX, Emmie Lichtenberg, Gabbriette Bechtel, Chloe Chaidez, Deborah Knox- Hewson, Georgia Somary",USA,"November 15, 2019",2019,TV-MA,1 Season,Reality TV,"in an unfiltered, intimate docuseries, pop star mentor charli xcx finds out what it takes to build – and break – a real, badass all-girl punk band."
81033650,TV Show,inheritors,,"Lee Min-ho, Park Shin-hye, Kim Woo-bin, Krystal Jung, Kim Ji-won, Choi Jin-hyuk, Kang Ha-neul, Kim Sung-ryoung, Kim Mee-kyeong, Yoon Jin-seo",South Korea,"November 15, 2019",2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","after a chance encounter in la, two teens from different social backgrounds reunite at an exclusive high school attended by korea’s über rich."
80093820,Movie,k-on! the movie,naoko yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",Japan,"November 15, 2019",2011,TV-PG,110 min,Anime Features,the seniors in sakuragaoka high school's music club live out the graduation trip of their dreams when they celebrate by performing in london.
80183187,Movie,klaus,sergio pablos,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack",Spain,"November 15, 2019",2019,PG,98 min,"Children & Family Movies, Comedies","a selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
81179882,TV Show,la robe de mariee des cieux,,"Cyndi Wang, Leon Jay Williams, Chu Chung-heng, Michael Tao, Ming Dao, Jacky Chu, Ehlo Huang, Terri Kwan",Taiwan,"November 15, 2019",2004,TV-14,1 Season,"International TV Shows, Romantic TV Shows","after a chance encounter that ends on bad terms, two clashing strangers soon cross paths again as their fates become inevitably intertwined."
70124331,Movie,leap year,anand tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott","United States, Ireland","November 15, 2019",2010,PG,100 min,"Comedies, Romantic Movies","anna chooses february 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans."
81179821,TV Show,my mvp valentine,,"Angela Chang, Tony Sun, Johnny Yan, Margaret Lin, David Chen, Sam Wang, Zax Wang, Jason Hsu, Joe Chen",Taiwan,"November 15, 2019",2002,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","an unfortunate accident alters the life of a high school basketball prodigy, who abandons his beloved sport and becomes entangled in a love triangle."
81033645,TV Show,my sassy girl,,"Joo Won, Oh Yeon-seo, Lee Jung-shin, Kim Yoon-hye, Sohn Chang-min, Yoon Se-a, Cho Hee-bong, Jung Woong-in, Lee Kyung-hwa",South Korea,"November 15, 2019",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",a refined young joseon scholar's life turns upside down after he rescues a drunk princess who later accuses him of taking something precious from her.
81217749,Movie,sunganges,valli bindana,Naseeruddin Shah,"India, United States","November 15, 2019",2018,TV-PG,74 min,"Documentaries, International Movies","a trio of filmmakers treks across india to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources."
80158800,Movie,the 24 hour war,"nate adams, adam carolla",,USA,"November 15, 2019",2016,TV-14,100 min,"Documentaries, Sports Movies",an intense rivalry between henry ford ii of the ford motor company and enzo ferrari results in the most epic showdown in racing history.
80238391,TV Show,the club,,"Alejandro Speitzer, Minnie West, Jorge Caballero, Ana González Bello, Axel Arenas, Arcelia Ramírez, Omar Germenos, Anna Ciocchetti, Aurora Gil, Martha Julia, Alejandro Puente, Estrella Solís, Martín Saracho, Sofía de Llaca, Marco Tostado",Mexico,"November 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","a band of misfit rich kids in mexico strike out on their own selling mdma and quickly run into trouble with other narcos, the law and their families."
70291121,Movie,the garden of words,makoto shinkai,"Miyu Irino, Kana Hanazawa, Fumi Hirano, Takeshi Maeda, Yuka Terasaki, Takanori Hoshino, Suguru Inoue, Megumi Han, Mikako Komatsu, Yuki Hayashi",Japan,"November 15, 2019",2013,TV-14,46 min,"Anime Features, International Movies, Romantic Movies","when a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation."
80242491,TV Show,the stranded,,"Papangkorn Lerkchaleampote, Chayanit Chansangavej, Chutavuth Pattarakampol, Kittisak Patomburana, Sinjai Plengpanich, Oabnithi Wiwattanawarang, Ticha Wongthipkanont, Chaleeda Gilbert, Chanya McClory",Thailand,"November 15, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","trapped on an island destroyed by a tsunami, the students of an elite school try to hold on to hope. but mysterious forces seem to work against them."
81179864,TV Show,westside story,,"Tony Sun, Wallace Huo, Esther Liu, Cyndi Wang, Zax Wang, Sam Wang, Jason Hsu, Whyn Wu, Ben Lee, Vicky Chen",,"November 15, 2019",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure","spirited high school misfits with hearts of gold begin their journeys into adulthood as they navigate school, friendship, romance and heartbreak."
81035105,Movie,aalorukkam,v c abhilash,"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar, Seethabaala, Shaji John, Sajith Nampiyar, Benny Vadakkan",India,"November 15, 2018",2018,TV-14,122 min,"Dramas, Independent Movies, International Movies","when an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths."
81018295,TV Show,beyblade burst evolution,,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,"November 15, 2018",2017,TV-Y7,1 Season,"Anime Series, Kids' TV","scouted by a famous spanish club, valt aoi heads to spain. with their sights on the world league, he and his teammates face the european league first."
80224054,Movie,christmas wedding planner,justin g. dyck,"Stephen Huszar, Kelly Rutherford",Canada,"November 15, 2018",2017,PG,86 min,"Comedies, International Movies, Romantic Movies",a wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.
81038832,Movie,halkaa,nila madhab panda,"Tathastu, Aryan Preet, Ranvir Shorey, Paoli Dam, Kumud Mishra, Devender Chaudhary, Shrikant Verma",India,"November 15, 2018",2018,TV-14,111 min,"Comedies, Dramas, Independent Movies","up against a corrupt government official and crushing poverty, a young boy in the delhi slums attempts to raise funds to build himself his own toilet."
81035109,Movie,mala kahich problem nahi,sameer vidwans,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant, Vijay Nikam, Satish Alekar, Mangal Kenkre, Kamlesh Sawant, Seema Deshmukh",India,"November 15, 2018",2017,TV-PG,132 min,"Dramas, International Movies","with their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family."
81030893,Movie,may the devil take you,timo tjahjanto,"Chelsea Islan, Pevita Pearce, Samo Rafael, Karina Suwandhi, Ray Sahetapy, Ruth Marini, Hadijah Shahab, Clara Bernadeth, Kinaryosih, Nicole Rossi",Indonesia,"November 15, 2018",2018,TV-MA,111 min,"Horror Movies, International Movies","hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past."
81035103,Movie,muzaffarnagar baaqi hai,nakul singh sawhney,,India,"November 15, 2018",2015,TV-MA,136 min,"Documentaries, International Movies","through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of uttar pradesh."
